,caption,target,prediction,onnx
217,Im going have this 14mm to 10mm ash catcher up for auction over @smug.overdose  later check it out! #floridaglass #staugustineglass #atlantaglass #waxsonville #dab #dabbing #dabber #dabs #bongbeauties  #420 #420girls #710 #710society ##flavorsaver #art #bubblecap ##artofvisuals #artoftheday #flordiaasfuck #lambfillednoodletubebra #rasta #irie #irievibes,1,1,1
218,Get your bids in. Auction ending soon on this 0mm mini tube. One post back don’t sleep going for a steal. #glassforsale #glassauction #boroauction #buyboro #errlando #glassart #glassofig #minitube,0,0,0
219,Bubble cap. Been working on these and I’m pleased with the growth. If you need one hit the DM. Hope you all enjoy. #blowmoreglass #rageboro #coe33 #boro #bayareaglass #glassart #bubblecap,0,0,0
220,"🔥🔥🔥24 HR AUCTION🔥🔥🔥
🔥PLEASE READ WHOLE POST BEFORE BIDDING🔥
⭐10mm Gold and Silver Fume Bubbletrap Minirig on Light Cobalt W/Handmade Joint⭐
👇👇👇👇👇👇👇👇👇👇👇👇👇
✌✌AUCTION RULES✌✌
1. TAG THE PERSON YOU OUT BID IN YOUR BID.
2. I CANNOT ACCEPT PAYPAL. 
3. VENMO/GOOGLE WALLET/SQUARE CASH/FACEBOOK PAY ONLY.
4.-AUCTION STARTS AT $0
5.-PLEASE BID IN AT LEAST $10 INCREMENTS
6. BIN 120+ $15 SHIPPING
7.-BE READY TO SEND PAYMENT WITHIN 24HRS OR GET BLOCKED.
8.-BUYER ADDS $15 FOR SHIPPING
9.ENDS AT 1/26 12PM PST

#boromarket #carbcapforsale #boroauction #carbcap #glassofig #glassart #carbcaps #glassforsale #glass #headyglass #glassporn #bestofglass #carbcapsofig #dabs #420 #bubblecap #carbcapsforsale #glasslife #boro #oprahsbookclub #art #terps #glassblowing #glass_of_ig #shatter #glassauctions #glass4sale #boroforsale #glasspipes #710society",1,1,1
221,"**CTION! For a #goldandsilverfumed and #sunsetslyme CFL #bubblecap ! Starting bid is $25 with $1 OR more increments.  Ends tonight at 6pm pst 3/19/19 with a 5 minute snipe rule! Dm for questions.  Winner pays $5 shipping us and $15 for international. Winner MUST BE PayPal OR venmo ready.  Winner MUST CONTACT WITHIN 24HRS and PAY OR ITEM will BE REAUCTIONED.  MUST BE 18 years or OLDER to BID. PLEASE TAG THE PERSON YOU OUTBID THANKS AND HAPPY BIDDING 😀
#glassforsale#bubblecaps#dabbers#dabtools#terptools#highsociety#dabsociety#headyglass",1,1,1
222,***Sold*** You will get two 14mm slides!  #glassofig #glassforsale #headyart #420 #710 #flowerpower #dabs #drlglasslovesyou #drlglass,0,0,0
223,"Nice cold start to go with this anime I started called Dimension W its pretty good if you haven't seen it check it out! I've been wanting to show yall this cap I got a while back its the reason I chose this track 😊
💨 @humboldtcrumbleextracts
Rig @gas_glass
Cap @garrett_allard
Egg @ogguruglass
Music - #chasetherabbit @u_c_official

#prop215 #sb420 #dailydabber #coldstart #humboldt #crumble #extracts #rainbow #boro #bubblecap #lowtemp #dabwithme #shatter #anime #animelover #weeb #otaku #dimensionw #funimation #skruffles #mustache #undeadcorporation #jrock #jmetal #metal",0,0,0
224,We got a new heady carb cap drop from @eddubick // @boroballers !!! More heat from them coming soon. But if you can’t wait you can stop into our @broadway20past4andmore location for a sneak peek! #boroballers #cflglass #bubblecap #linework #eddubick #headyglass #team20past4 #shiftyglass #shiftysatin #headie #oprahsbookclub,0,0,0
225,Shout out @classic.california for the smooth and fast transition I love it so much thank you. 🙏🏽🙏🏽❤️❤️ #vrhs #vrhsglass #headyglass #vrhsgang #vrhscommunity #headinabottle #voorheesglass #voorheesglass #voorheesglassart #bubblecap #thousanddollarsmoke #opal #silverstrike #mrvoorheesglass,0,0,0
226,"**CTION! For a #goldandsilverfumed and #parallax CFL #bubblecap with matching 26mm drips stand! Starting bid is $45 with $1 OR more increments.  Ends tonight at 6pm pst 1/25/19 with a 5 minute snipe rule! Dm for questions.  Winner pays $5 shipping us and $15 for international.  Winner MUST BE PayPal OR venmo ready.  Winner MUST CONTACT WITHIN 24HRS and PAY OR ITEM will BE REAUCTIONED.  MUST BE 18 years or OLDER to BID. PLEASE TAG THE PERSON YOU OUTBID THANKS AND HAPPY BIDDING 😀
#glassforsale#bubblecaps#dabtools#terptools#highsociety#dabsociety#headyglass#bobbydazzler#toppocketfind",1,1,1
227,"Super lovely Bubbubbler from the homie @scomomoanet for our most recent event #PipesInThePanhandle 🔥Such a fun piece with tons of ❤️ poured into it Featuring Gold Ruby, Gold amethyst, and all kinds of lovely bubbles to get lost in 😍 This shredder 💦 is looking for a good place to call home after making it through show night 🤯 Stop by today to snag for a great price or hit the DMs to work out a deal 💸
* Shipping Nationwide📦
* Payment plans available 💵
* DMs are always open 💻📲📩
.
.
.
#bestofglass #glassofig #functionalglassart #headyglass #glassart #headyart #tleafgallery #tleafsmokeshop #tleafcrew #glassporn #glassofinstagram #glasspipe #420 #710 #heady #headyglassforsale #headyglassart #headylife #glass #glassblowing #glass4sale #glassforsale",0,0,0
228,"Close up on a collab by @creepglass and @jdmaplesden 
Photo: @windhome 
#windhomephotography 
#headyart #oregonglass",0,0,0
229,"Black and white #bubblecap 
Please like, comment, and share!  It’s an easy way to support your favorite glass blowers!  Thanks for looking! 
#glassofig #dabs #glassforsale #lakehouseglass #dabstagram #glassporn #glassblower #vegan #veganstoner  #chicagoglass #puffpuffpass #boroforsale #weshouldsmoke #fumed #wakenbake #glass4sale #smokeweedeveryday #glassart #glasslife #cannabiscommunity #cannabisculture #fueledbythc #weedporn #710community #deadandcompany #dabbers_unite #stonernation",0,0,0
230,"***sold*** @toro_glass Macro to 8 Arm with Full Color Blue neck & base with Green perc, lips & base. Looking for 300, includes 8/10 condition @monarkglass 14mm joint 30mm wide banger and 2-day 🚢. 350 I’ll throw in the Toro Wand 🧙‍♂️ 🔥📲📲
Retail:
Rig- 610
Banger- 80
Wand/Carbcap- 100
•
•
•
#toroglassforsale #toroglass #monarkglass #TerroirGlass #rigsforsale #headyglassforsale #glassforsale #boro #glassfortrade #headyglassfortrade #boroforsale #710 #bongsforsale #headyglass #420 #oil",0,0,0
231,I am just so fucking happy to see this jawn in one piece again. Thank you so much to the repair artist 🥰 You know who you are! My Baby is Back in Business!!! 💥🔥 @daddyoglass solo recycler #glassofig #daddyoglass #cannabiscommunity #glassporn #recycler #function #710 #420 #cpbglass #bubblecap #drain #drainslow #pollocktech,0,0,0
232,"Female form bubble cap. Came out nice.

#glassofig #glassblowing #pipes #coloradoglass #sexy #420life #rig #glass #highsociety #headyglass #glass4sale #glassforsale #oprahsbookclub #operationemptytheshelves #heady #headyglassforsale #headyart #smokeweedeveryday #weshouldsmoke #westcoastdabbers #eastcoastdabbers #errl #smokeshop #bubblecap #dailydabbers #dabs #dabsagram #dabbersdaily #functionalglassart #dabsrus",0,0,0
233,@ericlawglass travel rigs available! Most of these are CFL colors and they all come with a matching bubble! Message us for more info.,0,0,0
234,"AUCTION!
POD # 117

Up for auction tonight is a #glassalchemy Potion accented Grommet Tube featuring a #profoundglass White Opal backed with Blue Dreamingo! Stands 7 1/4” tall and has a 10mm 2 hole whirlpool down stem. Ti signed and dated “Kato 2019 POD # 117”. 🔅Bidding starts at $100. 🔅Minimum bids of $10. 🔅NO BIN. 🔅Ends TOMORROW when I call it ONCE TWICE SOLD style. 🔅Bid includes shipping to the lower 48 🇺🇸but not PayPal fees. - Shipping to Canada 🇨🇦 +$20 🔅Will be invoiced via PayPal. 🔅No e-checks please!! (All e-checks will be immediately refunded.) **🔞Must be at least 19 years old to bid. * * 🔅Please be ready to pay your bid within 24 hours in the event of you winning the auction. Failure to do so will result in you not being able to participate in future auctions. * *

Thanks and good luck! 
#glassart #oprahsbookclub #minitube  #dabbersunite #headyglassart  #pendantsofig #glassofig #glasscollector #glassforsale #buyboro #katopod #bestofglass
#dabbersofig #dabbersdaily #headypendant #headyglass #thousanddollarsmoke #thousanddollarglass #glassauction #highendglass #boroballers #boroforsale #glass4sale #glassgallery #smokeshop",1,1,1
235,"All of the caps and pendys I have for sale! Going for steals 🙏 get your homie or girl a fresh new pendant or bubble cap! Swipe to second pic for prices and dm for better pictures on any you may be interested in, I will throw deals on multiple 👌 #bubblecap #glasspendant #glassdabber",0,0,0
236,"Tons of beautiful beanies in from junkieglass!!! Colors listed in this post
~~~~~~~~~~~
Artist - Junkieglass 👁 
2) Dusk beanie w/ space iris
3) Tropical green w/ space iris
4) Jet black w/ space iris
5)SOLD
8) Yellow Elvis with pink lavender iris
9) Tonic w/ space iris
10) Roswell beanie w/ crappy over moonstone space iris
11) Mystic w/ space iris
13)SOLD
17) SOLD
18) Chartreuse and space iris
19) Green energy with space iris
•
💸 ALL PICTURED ARE $108 SHIPPED PRIORITY WITH STICKER PACK💸 •
•
•
•
#fueledbythc #glassblowing #boro #dabbersdaily #topshelflife #bestofglass #710 #glasslife #headyglassforsale #headyglass #thousanddollarsmoke #glassforsale #highsociety #heady #oprahsbookclub #glassporn #headyart #glassofig #glassart #highendglass #headies #functionalglassart #boroforsale #boroballers #eastcoastdabbers #newglass #headyrigs #wedontsmokethesame #dablife #junkieglass",0,0,0
237,Shaman pendant auction taking place @tucsontokers right now don’t sleep!,0,0,0
238,"This fully fabricated pendant with simple engraving has been available for a while and I'd love to see it go to a good home. It contains old stock Turquoise from Nishapur, Iran that was mined 36 years ago!
Originally $200, now $150 (comes with chain)!
Let me know if you're interested!💎❤",0,0,0
239,"Auctions galore. Next cap on the auction chopping block is this fire and clear cap. As usual, it starts at $0 with increments of whatever you want.
Ends at 10pm.
Winner adds $5 for shipping.
Venmo and Cash App preferred, PayPal friends and family accepted.
#glassofig #glassforsale #boro #dablife #cannabiscommunity",1,1,1
240,"I've been hard at work on my bubble cap tech and opal encasements!!! Couldn't be more proud of how far I have come and how far I will continue to go!!! The slogan ""NEVER STOP EVOLVING"" couldn't be any more true right now!!!!!! Self taught solo artist grind!!!! I have a few of these left so if your intrested just send me a message!!! The convection and fitment is hands down flawless!!! 🖖👽🖖 NEVER STOP EVOLVING #grandmaster #grandmasterglass #neverstopevolving #dontstop #cantstop #workhard #bubblecaps #bubblecap #bubblecapforsale #headyglass #heady #opal #hardcase",0,0,0
241,Can’t wait till Saturday #bubblecap #bubblecaps #bubblecapsofig #carbcap #glassblowing #colorglass #glasscolor  #art #boroglass #glasstools #710 #710society #710community#wedontdabthesame #wedontsmokethesame #colorglass #oprahsbookclub #oprahswookclub #bubblecapforsale #heady #headyart#smokeshop #smokeshops,0,0,0
242,"Hey gang! Rainbow B&W hollow pendant up for grabs today. Backed with crushed opal over galaxy. Swipe for pics 🔥👀 1.61” in diameter 
STARTS at whatever
Increments of $10+ after
NO RESERVE
BIN $200
ENDS when I call it
Shipping included at $100+, otherwise winner adds 5 for US shipping ($10 for international) and must pay within 24 hours of auction close
Serious bidders only 🔨 
Appreciate the support and happy bidding 🙏🏻
#kitkanzglass #austinart #atx #austintx #glassofig #dibsbeads #pointilism #implosion #oprahsbookclub #pendant #glasspendant #dotwork #niacin #glasslife #opal #pendantsofig #headyart #solventless #wearableart #chillbeatsandtitties #glasshead #keepaustindank #lampworking #glassart #visionaryart #bestofglass #steviewondertech #shokunin",1,1,1
243,"(CLOSED)🚨SMAUCTION🚨**READ ENTIRE POST BEFORE BIDDING** 💥Up next is this marvelous ""ISO Latticino Bubble Carb Cap"" made by the skilled homie @cnotegreen420!!
🔶️Description: This super sick gem was made with Latticino ISO (inside out) work, Cobalt, @northstarglass Amber Purple, and Green Exotic!! It's hella versatile.. works on thermal AND regular flat-top bangers!! Seriously solid and made to last!! Great functionality!! Full of positive vibes!!😉
✏Signature Optional✏
🤤Badass cap!! That ISO work has such an old-school feel and I could stare at it all day long.. such mesmerizing latticino tech!! This baby is made up of great colors!! Sweet from top to bottom!! Believe me when I say.. they are something special in person😍!! Don't sleep!! Take advantage of the ZERO START and NO RESERVE or BIN!! Highest bid at end, wins!! Great opportunity to snag yourself a heady cap from this artist for a MAJOR STEAL under retail price!! Thanks & good luck!!
⏰(ENDS 24hrs. AFTER FIRST BID IS PLACED in a going once, twice, sold, style finish. Each additional bid starts this process over. There is NO set time for length of final calls. Post is NOT automated and MAY exceed 24hrs!!)⏰ 🔞You MUST be 18-21+ depending on your local state/country laws WITH valid I.D. proof🔞 **for tobbaco use or glass art ONLY**
🔶Bidding starts at just $0 and goes in at least $5+ increments until it ends. (NO RESERVE!!) 🔶Shipping will be ($6 USA)($12 CAN). 🔶Winner must pay within 24hrs after it closes via Pay-Pal, Venmo, Cash App, Chase Quick Pay, Zelle, Google Pay, Credit/Debit Card or be considered flaking. ⚠Flake, Delete Bids, or Troll= BLOCK!!⚠
#cnotegreen420 #northstarglass #710allday #420allday #daballday #hashoil #boromarket #latticino  #carbcapporn #bubblecapsofig #bubblecap #isowork #dabtools #greenexotic #amberpurple #isocap #isotech #headybubblecap #carbcapporn #cannaculture #cannabiscures #cannabinoid",0,0,0
244,"Dotbox Klein recycler collab with @gdglassart @holdingolden and me!
This was so much fun really gettind down on this piece. This Klein recycler is decked of with dotbox sections and moonstone from @moltenaura separated with eclipse black lip wraps and a 8mm super pin🔥white opal from @grandpaglass. It stands at 8.5"" tall, has a 14mm joint with a gill uptake and a 4 hole perk.

sold🎉

#dotboxkid #dotbox #bestofglass #glassofig #glassart #fumedglass #fumeporn #glassporn #texasglass #onelove #opal #vitamino #summer #710 #dank #glassforsale #heady #highsociety #handmade #hippie #goldnsilver #cannabiscommunity #cannabisculture #710society",0,0,0
245,"Close up of copper bracelet wire weave 
#wireweaving #wirewrappedjewelry #wirewrapping #wire #wirejewelry #renaissancefestival #treeoflife #thirdeye #peaceofmind #pendants #art ##semipreciousstone #dragons #deadhead #forsale #fae #fantasy #fantasies #goodvibes #hippiestyle #headyart #handmadejewelry #hippie #cuffbracelet #bracelets 
#Borntobewireddesigns #wireweaving #wirewrappedjewelry #wirewrapping #wire #wirejewelry #renaissancefestival #treeoflife #thirdeye #peaceofmind #pendants #art ##semipreciousstone #dragons #deadhead #forsale #fae #fantasy #fantasies #goodvibes #hippiestyle #headyart #handmadejewelry #hippie #cosplay #elvish 
#Borntobewireddesigns",0,0,0
246,***Sold*** #antidote #bubblecap Fits #25mm and #30mm bangers Flat lapped and beveled nozzle.  #opal #glassofig #glassforsale #headyart #420 #710 #opal #qcb #highlyeducated #eternalquartz #halenquartz #torograil #drlglass #drlglasslovesyou,0,0,0
247,"🔥🔥AUCTION🔥🔥
💎 7"" minitube with a 5 hole diffy & 14mm joint.💎
✔25mm round bottom, 6mm quartz bead, & V3 bubble cap included.✔
💲Starts at $40. Please bid in increments of $5 or more.💲
✈Free domestic shipping over $100, or $10 for priority if below.✈
⏳Ends 24 hours after the first bid.⏳
🔞Please be payment ready. All flakes/fake bidders will be blocked. Keep it honest.🔞
Thanks for your support!🙏✌
.
.
.
#glass #glassart #lampwork #smoke #420 #710 #Oregon #oregonmade  #westcoast #bho #dabs #wax #shatter #rosin  #shatterday #bubblecap #bubblecaps #thermal #carbcap #topshelf #weshoulddab #weshouldsmoke #progress #hardwork #handspun #handmade #art",1,1,1
